SCHOOL_YEAR_ID,TEST_PERIOD,IDOE_CORPORATION_ID,CORPORATION_NAME,IDOE_SCHOOL_ID,SCHOOL_NAME,GRADE_CODE,Tested,Proficient,Proficient %,subject,CORP,NAME,COUNTY_NAME,treated
2011,Spring ISTEP+,4710,School City of Hammond,4484,Frank O'Bannon Elementary School,05,99,68,0.68686868686,Math,4710,Frank O'Bannon Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4484,Frank O'Bannon Elementary School,03,72,58,0.80555555555,Math,4710,Frank O'Bannon Elementary School,Lake,NA
2011,Spring ISTEP+,4710,School City of Hammond,4484,Frank O'Bannon Elementary School,04,117,74,0.63247863247,Math,4710,Frank O'Bannon Elementary School,Lake,NA
2011,Spring ISTEP+,9705,Hammond Academy of Science & Tech,4486,Hammond Academy of Science & Tech,06,80,60,0.75,Math,NA,NA,NA,NA
2011,Spring ISTEP+,9705,Hammond Academy of Science & Tech,4486,Hammond Academy of Science & Tech,08,68,43,0.63235294117,Math,NA,NA,NA,NA
2011,Spring ISTEP+,9705,Hammond Academy of Science & Tech,4486,Hammond Academy of Science & Tech,07,77,45,0.58441558441,Math,NA,NA,NA,NA
2011,Spring ISTEP+,4900,Dewey Prairie Cons School Corp,4649,LaCrosse Elem & High School,03,11,9,0.81818181818,Math,NA,NA,NA,NA
2011,Spring ISTEP+,4900,Dewey Prairie Cons School Corp,4649,LaCrosse Elem & High School,04,11,6,0.54545454545,Math,NA,NA,NA,NA
2011,Spring ISTEP+,4805,New Prairie United School Corp,4679,Prairie View Elementary School,04,66,62,0.93939393939,Math,4805,Prairie View Elementary Sch,LaPorte,NA
2011,Spring ISTEP+,4805,New Prairie United School Corp,4679,Prairie View Elementary School,03,57,54,0.94736842105,Math,4805,Prairie View Elementary Sch,LaPorte,NA
2011,Spring ISTEP+,4805,New Prairie United School Corp,4679,Prairie View Elementary School,05,59,55,0.93220338983,Math,4805,Prairie View Elementary Sch,LaPorte,NA
2011,Spring ISTEP+,4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,03,85,73,0.8588235294099998,Math,4805,Rolling Prairie Elem Sch,LaPorte,NA
2011,Spring ISTEP+,4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,05,75,75,1,Math,4805,Rolling Prairie Elem Sch,LaPorte,NA
2011,Spring ISTEP+,4805,New Prairie United School Corp,4693,Rolling Prairie Elementary School,04,84,80,0.95238095238,Math,4805,Rolling Prairie Elem Sch,LaPorte,NA
2011,Spring ISTEP+,4860,MSD of New Durham Township,4699,Westville Elementary School,04,63,50,0.79365079365,Math,4860,Westville Elementary School,LaPorte,NA
2011,Spring ISTEP+,4860,MSD of New Durham Township,4699,Westville Elementary School,05,71,53,0.7464788732299998,Math,4860,Westville Elementary School,LaPorte,NA
2011,Spring ISTEP+,4860,MSD of New Durham Township,4699,Westville Elementary School,03,73,64,0.87671232876,Math,4860,Westville Elementary School,LaPorte,NA
2011,Spring ISTEP+,4860,MSD of New Durham Township,4699,Westville Elementary School,06,60,47,0.78333333333,Math,4860,Westville Elementary School,LaPorte,NA
2011,Spring ISTEP+,4860,MSD of New Durham Township,4701,Westville High School,07,72,55,0.7638888888799998,Math,4860,Westville High School,LaPorte,NA
2011,Spring ISTEP+,4860,MSD of New Durham Township,4701,Westville High School,08,71,59,0.83098591549,Math,4860,Westville High School,LaPorte,NA
2011,Spring ISTEP+,4945,La Porte Community School Corp,4707,Indian Trail Elementary School,05,49,47,0.95918367346,Math,4945,Indian Trail Elem Sch,LaPorte,NA
2011,Spring ISTEP+,4945,La Porte Community School Corp,4707,Indian Trail Elementary School,04,64,60,0.9375,Math,4945,Indian Trail Elem Sch,LaPorte,NA
2011,Spring ISTEP+,4945,La Porte Community School Corp,4707,Indian Trail Elementary School,03,46,35,0.76086956521,Math,4945,Indian Trail Elem Sch,LaPorte,NA
2011,Spring ISTEP+,9690,Renaissance Academy Charter School,4711,Renaissance Academy Charter School,04,25,17,0.68,Math,NA,NA,NA,NA
